business_name,telephone,business_page,category,website,street,locality,region,zipcode
Sackets Harbor Elementary Schl,(315) 646-1029,https://www.yellowpages.com/sackets-harbor-ny/mip/sackets-harbor-elementary-schl-462700438,Public Schools,http://www.sacketspatriots.org,,Sackets Harbor,NY,13685
Sodus Middle School,(315) 483-5212,https://www.yellowpages.com/sodus-ny/mip/sodus-middle-school-451882249,"Public Schools,Schools,Middle Schools",,54 Mill St,Sodus,NY,14551
Chenango Forks School District,(607) 648-7544,https://www.yellowpages.com/binghamton-ny/mip/chenango-forks-school-district-532556416,Public Schools,http://www.cforks.org,1 Gordon Dr,Binghamton,NY,13901
Dundee Central School,(607) 243-5534,https://www.yellowpages.com/dundee-ny/mip/dundee-central-school-5328906,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://www.dundeecs.org,55 Water St,Dundee,NY,14837
GRN Marcellus Academy,(315) 673-3795,https://www.yellowpages.com/marcellus-ny/mip/grn-marcellus-academy-470746797,Public Schools,,2 Academy Grn,Marcellus,NY,13108
Barrington Community Church,(607) 243-8305,https://www.yellowpages.com/dundee-ny/mip/barrington-community-church-7910517,"Religious Organizations,Community Churches,Community of Christ Churches",,4560 Old Bath Rd,Dundee,NY,14837
Saint Mary's Church,(315) 635-5762,https://www.yellowpages.com/baldwinsville-ny/mip/saint-marys-church-543945732,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.stmarysassumption.org,47 Syracuse St,Baldwinsville,NY,13027
Saint Ann's Church,(518) 856-9456,https://www.yellowpages.com/saint-regis-falls-ny/mip/saint-anns-church-11169190,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,N Main St,Saint Regis Falls,NY,12980
William Street Elementary School,(716) 686-3800,https://www.yellowpages.com/lancaster-ny/mip/william-street-elementary-school-12062580,"Public Schools,Elementary Schools,Schools",http://www.lancasterschools.org/Domain/564,5201 William St,Lancaster,NY,14086
Catholic Club Of Buffalo,(716) 882-0226,https://www.yellowpages.com/buffalo-ny/mip/catholic-club-of-buffalo-453342719,"Religious Organizations,Fraternal Organizations,Community Organizations",http://www.catholicclub.org,506 Delaware Ave,Buffalo,NY,14202
Kirkville United Methodist Church,(315) 656-8637,https://www.yellowpages.com/kirkville-ny/mip/kirkville-united-methodist-church-459493132,"Religious Organizations,Methodist Churches,United Methodist Churches",http://www.umc.org,8317 Pools Brook Rd,Kirkville,NY,13082
Clayton Huey Elementary School,(631) 878-0052,https://www.yellowpages.com/center-moriches-ny/mip/clayton-huey-elementary-school-574299,"Public Schools,Elementary Schools",http://www.cmschools.org,511 Main St,Center Moriches,NY,11934
Camp Li-Lo-Li,(716) 945-4900,https://www.yellowpages.com/randolph-ny/mip/camp-li-lo-li-17570639,Religious Organizations,https://www.liloli.org,8811 Sunfish Run Rd,Randolph,NY,14772
Pine Plains Central School,(518) 398-7181,https://www.yellowpages.com/pine-plains-ny/mip/pine-plains-central-school-453260085,"Public Schools,Government Offices,Schools",http://www.ppcsd.org,2829 Church St,Pine Plains,NY,12567
Tembroeck Academy,(716) 676-8021,https://www.yellowpages.com/franklinville-ny/mip/tembroeck-academy-462859487,Public Schools,,31 N Main St,Franklinville,NY,14737
All Saints Parish-Family Center,(607) 644-9075,https://www.yellowpages.com/johnson-city-ny/mip/all-saints-parish-family-center-17353177,Religious Organizations,,42 Harry L Dr,Johnson City,NY,13790
Saint Andre Roman Catholic Church,(716) 693-1600,https://www.yellowpages.com/tonawanda-ny/mip/saint-andre-roman-catholic-church-454807178,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.bukoca.org?m=1,9 Ohara Rd,Tonawanda,NY,14150
Montauk Public School,(631) 668-2474,https://www.yellowpages.com/montauk-ny/mip/montauk-public-school-7050083,"Public Schools,Schools,Elementary Schools",https://www.montaukschool.org,50 S Dorset Dr,Montauk,NY,11954
Wood Ministry,(716) 884-8048,https://www.yellowpages.com/buffalo-ny/mip/wood-ministry-470736426,"Religious Organizations,Churches & Places of Worship",,270 Humboldt Pkwy,Buffalo,NY,14214
Alexander Central School,(585) 591-1551,https://www.yellowpages.com/alexander-ny/mip/alexander-central-school-4851870,"Public Schools,Schools,Middle Schools",http://www.alexandercsd.org,3314 Buffalo St,Alexander,NY,14005
Yeshiva Tiferes Zvi of Jerusalem,(718) 871-2126,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-tiferes-zvi-of-jerusalem-564886,"Public Schools,Schools,Educational Services",,1372 47th St,Brooklyn,NY,11219
Plattsburgh High School,(518) 561-7500,https://www.yellowpages.com/plattsburgh-ny/mip/plattsburgh-high-school-459233025,"Public Schools,Educational Services,Schools",http://www.plattscsd.org,1 Clifford Dr,Plattsburgh,NY,12901
Friends Of Jesus Christ United We Stand America,(716) 844-8469,https://www.yellowpages.com/buffalo-ny/mip/friends-of-jesus-christ-united-we-stand-america-470724503,"Religious Organizations,Churches & Places of Worship",http://www.eucc.org,2314 Main St,Buffalo,NY,14214
Life Saver Ministries,(518) 725-5777,https://www.yellowpages.com/gloversville-ny/mip/life-saver-ministries-3700963,"Religious Organizations,Churches & Places of Worship",http://www.helpimpregnant.com,16 E Pine St,Gloversville,NY,12078
Bellevue Middle School Academy,(315) 435-4520,https://www.yellowpages.com/syracuse-ny/mip/bellevue-middle-school-academy-7787477,Public Schools,http://www.syracusecityschools.com,530 Stolp Ave,Syracuse,NY,13207
Mount Zion,(518) 358-4168,https://www.yellowpages.com/brushton-ny/mip/mount-zion-462776109,"Religious Organizations,Churches & Places of Worship",,407 Donovan Rd,Brushton,NY,12916
First Fruit Ministries - CLOSED,,https://www.yellowpages.com/syracuse-ny/mip/first-fruit-ministries-28868358,"Religious Organizations,Churches & Places of Worship,Pentecostal Churches",,312 Irving Ave,Syracuse,NY,13210
St Mary's School,(802) 388-8392,https://www.yellowpages.com/middlebury-vt/mip/st-marys-school-14403081,"Public Schools,Schools,Elementary Schools",http://www.saintmarysvt.org,86 Shannon St,Middlebury,VT,05753
Fresh Start Ministries,(716) 285-7596,https://www.yellowpages.com/niagara-falls-ny/mip/fresh-start-ministries-8101655,"Religious Organizations,Churches & Places of Worship,Pentecostal Churches",,1722 16th St,Niagara Falls,NY,14305
Area Schools High School Offices,(607) 967-6312,https://www.yellowpages.com/bainbridge-ny/mip/area-schools-high-school-offices-2319052,"Public Schools,Schools",,,Bainbridge,NY,13733
New Hartford Central School,(315) 724-7324,https://www.yellowpages.com/new-hartford-ny/mip/new-hartford-central-school-462874871,"Public Schools,Schools,Elementary Schools",http://www.newhartfordschools.org,9499 Weston Rd,New Hartford,NY,13413
Thousand Island Central School,(315) 686-5578,https://www.yellowpages.com/clayton-ny/mip/thousand-island-central-school-453208883,"Public Schools,Schools,Educational Services",http://1000islandsschools.org,600 High St,Clayton,NY,13624
Catholic Guardian Society,(631) 728-8080,https://www.yellowpages.com/hampton-bays-ny/mip/catholic-guardian-society-17546091,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.catholicguardian.org,4 Springville Rd Ste C,Hampton Bays,NY,11946
Kingdom Hall-Jehovahs Witness,(716) 283-1916,https://www.yellowpages.com/niagara-falls-ny/mip/kingdom-hall-jehovahs-witness-481311632,Religious Organizations,,2099 River Rd,Niagara Falls,NY,14304
Newfield Central School District,(607) 564-9955,https://www.yellowpages.com/newfield-ny/mip/newfield-central-school-district-462429480,"Public Schools,Government Offices,Schools",http://www.newfieldschools.org,247 Main St,Newfield,NY,14867
Red Creek Central Schools,(315) 754-6547,https://www.yellowpages.com/red-creek-ny/mip/red-creek-central-schools-546002026,Public Schools,http://www.rccsd.org,Church,Red Creek,NY,13143
New Start Ministry,(315) 594-8335,https://www.yellowpages.com/wolcott-ny/mip/new-start-ministry-462661053,Religious Organizations,,7327 E Port Bay Rd,Wolcott,NY,14590
Niagara Wheatfield Central School District,(716) 215-3100,https://www.yellowpages.com/sanborn-ny/mip/niagara-wheatfield-central-school-district-12380526,"Public Schools,Educational Services,Schools",http://www.nwcsd.k12.ny.us/Domain/94,2292 Saunders Settlement Rd,Sanborn,NY,14132
Tioga Central Schools,(607) 687-8000,https://www.yellowpages.com/tioga-center-ny/mip/tioga-central-schools-9318315,"Public Schools,Educational Services,Schools",http://www.tiogacentral.org,3 5th Ave,Tioga Center,NY,13845
Starpoint Middle School,(716) 625-7272,https://www.yellowpages.com/lockport-ny/mip/starpoint-middle-school-457799865,"Public Schools,Schools,Government Offices",http://www.starpointcsd.org,4363 Mapleton Rd,Lockport,NY,14094
Yeshiva Ohr Hatalmud-Englewood,(201) 816-1800,https://www.yellowpages.com/englewood-nj/mip/yeshiva-ohr-hatalmud-englewood-688000,Charities,http://www.yeshivaohrsimcha.org,101 W Forest Ave,Englewood,NJ,07631
Yeshiva Gedolah Imrei Yosef D'spinka,(718) 851-8721,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-gedolah-imrei-yosef-dspinka-472119460,"Colleges & Universities,Schools",,1466 56th St,Brooklyn,NY,11219
Clifford H Wise Middle School,(585) 798-2100,https://www.yellowpages.com/medina-ny/mip/clifford-h-wise-middle-school-6795880,"Public Schools,Schools,Middle Schools",https://www.medinacsd.org,1016 Gwinn St,Medina,NY,14103
Marathon Central School,(607) 849-3251,https://www.yellowpages.com/marathon-ny/mip/marathon-central-school-462731246,"Public Schools,Schools,Elementary Schools",http://www.marathonschools.org/HS-PRINCIPAL-S-MESSAGES.HTML,1 W Main St,Marathon,NY,13803
East Hampton High School,(631) 329-4153,https://www.yellowpages.com/east-hampton-ny/mip/east-hampton-high-school-12885743,"Public Schools,Schools,Elementary Schools",http://easthamptonschools.org,2 Long Ln,East Hampton,NY,11937
Sharei Yeshivas,(718) 852-6513,https://www.yellowpages.com/brooklyn-ny/mip/sharei-yeshivas-542186906,Schools,,777 Kent Ave,Brooklyn,NY,11205
Lyncourt Wesleyan Church,(315) 454-3115,https://www.yellowpages.com/syracuse-ny/mip/lyncourt-wesleyan-church-14099159,"Religious Organizations,Wesleyan Churches,Religious General Interest Schools",http://www.lyncourtwesleyanchurch.com,2626 Court St,Syracuse,NY,13208
House Of God,(315) 797-1982,https://www.yellowpages.com/utica-ny/mip/house-of-god-1121301,"Religious Organizations,Churches & Places of Worship",http://www.hgs-utica.com,1304 Genesee St,Utica,NY,13502
Bolivar Road Elementary School,(315) 687-2880,https://www.yellowpages.com/chittenango-ny/mip/bolivar-road-elementary-school-4205318,"Public Schools,Schools,Elementary Schools",http://www.chittenangoschools.org,6983 Bolivar Rd,Chittenango,NY,13037
Yeshiva Gedola Lubavitch,(201) 766-1537,https://www.yellowpages.com/west-new-york-nj/mip/yeshiva-gedola-lubavitch-462841141,Private Schools (K-12),,5308 Palisade Ave,West New York,NJ,07093
Saint Maximilian Kolbe,(585) 599-4833,https://www.yellowpages.com/corfu-ny/mip/saint-maximilian-kolbe-485955521,Religious Organizations,,18 W Main St,Corfu,NY,14036
Vick and Pathfinder Camp and Conference Ministries Inc,(315) 314-7460,https://www.yellowpages.com/jamesville-ny/mip/vick-and-pathfinder-camp-and-conference-ministries-inc-490039157,Religious Organizations,,5865 E Seneca Tpke,Jamesville,NY,13078
Hope Chapel A M E Zion Church,(315) 732-0536,https://www.yellowpages.com/utica-ny/mip/hope-chapel-a-m-e-zion-church-3132937,"Religious Organizations,African Methodist Episcopal Churches,Churches & Places of Worship",,751 South St,Utica,NY,13501
Yeshiva Tzoin Yosef,(845) 371-1220,https://www.yellowpages.com/spring-valley-ny/mip/yeshiva-tzoin-yosef-5529623,"Public Schools,Schools",,4 Widman Ct,Spring Valley,NY,10977
Salvation Army,(607) 753-9363,https://www.yellowpages.com/cortland-ny/mip/salvation-army-5970984,"Religious Organizations,Salvation Army Churches,Churches & Places of Worship",http://www.salvationarmyusa.org,138 Main St,Cortland,NY,13045
The Church Of Jesus Christ Of Latter Day Saints,(315) 768-1461,https://www.yellowpages.com/whitesboro-ny/mip/the-church-of-jesus-christ-of-latter-day-saints-3359475,"Religious Organizations,Church of Jesus Christ of Latter-day Saints,Churches & Places of Worship",http://www.lds.org,8439 Clark Mills Rd,Whitesboro,NY,13492
Yeshiva Beth Mikroh,(845) 425-4880,https://www.yellowpages.com/monsey-ny/mip/yeshiva-beth-mikroh-7874325,"Public Schools,Schools",,221 Viola Rd,Monsey,NY,10952
Saint Thomas The Apostle,(607) 264-3779,https://www.yellowpages.com/cooperstown-ny/mip/saint-thomas-the-apostle-466544208,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.turnpikecatholics.com,24 Maple St,Cooperstown,NY,13326
Love Alive Fellowship,(716) 856-1670,https://www.yellowpages.com/buffalo-ny/mip/love-alive-fellowship-505367344,"Religious Organizations,Churches & Places of Worship,Interdenominational Churches",,145 Lewis St,Buffalo,NY,14206
Madison Central School,(315) 893-1878,https://www.yellowpages.com/madison-ny/mip/madison-central-school-468130715,"Public Schools,Schools",,Po Box 155,Madison,NY,13402
Sisters Of Mercy,(716) 874-6798,https://www.yellowpages.com/buffalo-ny/mip/sisters-of-mercy-19752163,Religious Organizations,http://www.sistersofmercy.org,190 Hampton Pkwy,Buffalo,NY,14217
Syracuse City School District,(315) 435-5874,https://www.yellowpages.com/syracuse-ny/mip/syracuse-city-school-district-10626548,Public Schools,,3100 E Genesee St,Syracuse,NY,13224
Mount Morris Central School Board,(585) 658-2360,https://www.yellowpages.com/mount-morris-ny/mip/mount-morris-central-school-board-458753875,Public Schools,http://www.mtmorriscsd.org,30 Bonadonna Ave,Mount Morris,NY,14510
New Jerusalem Ministries,(631) 772-2727,https://www.yellowpages.com/mastic-beach-ny/mip/new-jerusalem-ministries-480240325,"Religious Organizations,Churches & Places of Worship",,184 Elder Dr,Mastic Beach,NY,11951
Revena Coeymans School Dist,(518) 756-5200,https://www.yellowpages.com/selkirk-ny/mip/revena-coeymans-school-dist-471897830,Public Schools,,1146 Us Route 9w,Selkirk,NY,12158
Throopsville Community Church,(315) 282-7438,https://www.yellowpages.com/auburn-ny/mip/throopsville-community-church-3949188,"Religious Organizations,Christian Churches,Churches & Places of Worship",http://throopsvillecommunitychurch.com,2026 Turnpike Rd,Auburn,NY,13021
Baileys Karate School Of Herkimer,(315) 866-2589,https://www.yellowpages.com/herkimer-ny/mip/baileys-karate-school-of-herkimer-470185736,"Public Schools,Schools,Elementary Schools",http://www.baileysherkimer.com,309 Miller Ave,Herkimer,NY,13350
Divine Design,(716) 895-0622,https://www.yellowpages.com/buffalo-ny/mip/divine-design-12757610,"Religious Organizations,Baptist Churches,General Baptist Churches",http://www.truebethel.com,907 E Ferry St,Buffalo,NY,14211
Franklinville School District,(716) 676-8008,https://www.yellowpages.com/franklinville-ny/mip/franklinville-school-district-462762467,Public Schools,http://www.tbafcs.org,32 N Main St,Franklinville,NY,14737
East Randolph United Methodist Church,(716) 358-4613,https://www.yellowpages.com/randolph-ny/mip/east-randolph-united-methodist-church-453242593,"Religious Organizations,Methodist Churches,Churches & Places of Worship",http://www.erumc.com,pobox 67,Randolph,NY,14772
Oneida City Schools,(315) 363-3650,https://www.yellowpages.com/oneida-ny/mip/oneida-city-schools-28872623,Public Schools,,230 N Broad St,Oneida,NY,13421
Barry Elementary School,(607) 758-4150,https://www.yellowpages.com/cortland-ny/mip/barry-elementary-school-28733372,"Public Schools,Elementary Schools,Schools",http://www.cortlandschools.org/barry,20 Raymond Ave,Cortland,NY,13045
Orchard Park Central School,(716) 209-6278,https://www.yellowpages.com/orchard-park-ny/mip/orchard-park-central-school-29103617,"Public Schools,Schools",http://www.opschools.org,5180 Ellicott Rd,Orchard Park,NY,14127
Yeshiva Bais Binyomin,(845) 356-0547,https://www.yellowpages.com/monsey-ny/mip/yeshiva-bais-binyomin-530435805,,,51 Carlton Rd,Monsey,NY,10952
Slabodka Yeshiva,(718) 633-2513,https://www.yellowpages.com/brooklyn-ny/mip/slabodka-yeshiva-2447722,"Elementary Schools,Schools",,169 Parkville Ave,Brooklyn,NY,11230
The Anchor,(518) 732-4120,https://www.yellowpages.com/castleton-on-hudson-ny/mip/the-anchor-482918577,"Religious Organizations,Social Service Organizations,Business & Trade Organizations",http://www.theanchorkingston.com,35 Boltwood Ave,Castleton On Hudson,NY,12033
Jesus Christ Is Our King Church,(631) 400-9292,https://www.yellowpages.com/manorville-ny/mip/jesus-christ-is-our-king-church-504011121,"Religious Organizations,Churches & Places of Worship",,248 Moriches Middle Island Rd,Manorville,NY,11949
Yeshiva Gedola Be'er Hatorah,(718) 782-3928,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-gedola-beer-hatorah-19627714,Religious General Interest Schools,,161 Harrison Ave,Brooklyn,NY,11206
Newfane Central Schools,(716) 778-6888,https://www.yellowpages.com/newfane-ny/mip/newfane-central-schools-29597322,"Public Schools,Government Offices,Schools",http://www.newfane.wnyric.org,1 Panther Dr,Newfane,NY,14108
Mohawk Valley Materials,(315) 507-2538,https://www.yellowpages.com/marcy-ny/mip/mohawk-valley-materials-453380314,"Religious Organizations,Assemblies of God Churches,Pentecostal Churches",http://www.mohawkvalleymaterials.com,9427 Maynard Dr,Marcy,NY,13403
North Syracuse Jr High School,(315) 218-3600,https://www.yellowpages.com/syracuse-ny/mip/north-syracuse-jr-high-school-544801525,"Public Schools,Schools,Elementary Schools",https://www.nscsd.org,5353 W Taft Rd,Syracuse,NY,13212
Saint George Orthodox Church,(716) 297-2668,https://www.yellowpages.com/niagara-falls-ny/mip/saint-george-orthodox-church-358476,"Religious Organizations,Eastern Orthodox Churches,Churches & Places of Worship",http://www.antiochian.org/parish/34939,1073 Saunders Settlement Rd,Niagara Falls,NY,14305
Oswayo Valley School District,(814) 697-7161,https://www.yellowpages.com/shinglehouse-pa/mip/oswayo-valley-school-district-18976181,"Public Schools,Government Offices,Preschools & Kindergarten",http://edline.net,277 S Oswayo St,Shinglehouse,PA,16748
Inlet Community Church,(315) 357-2291,https://www.yellowpages.com/inlet-ny/mip/inlet-community-church-3767656,"Religious Organizations,Community Churches,Churches & Places of Worship",http://inletmarina.com,S Shore Rd,Inlet,NY,13360
Holy Cross Head Start Inc,(716) 852-8373,https://www.yellowpages.com/buffalo-ny/mip/holy-cross-head-start-inc-29247660,"Public Schools,Schools,Child Care",http://www.holycrossheadstart.org,150 Maryland St,Buffalo,NY,14201
Monument Mountain Regional High,(413) 528-3346,https://www.yellowpages.com/great-barrington-ma/mip/monument-mountain-regional-high-465635980,"Public Schools,High Schools",http://www.bhrsd.org,600 Stockbridge Rd,Great Barrington,MA,01230
Whitesboro Middle School,(315) 266-3100,https://www.yellowpages.com/whitesboro-ny/mip/whitesboro-middle-school-5681300,"Public Schools,Schools,Elementary Schools",http://www.wboro.org/Domain/10,75 Oriskany Blvd,Whitesboro,NY,13492
Discovery School,(716) 816-4922,https://www.yellowpages.com/buffalo-ny/mip/discovery-school-20954998,"Public Schools,Elementary Schools",https://www.buffaloschools.org,911 Abbott Rd,Buffalo,NY,14220
St Paul's Parish House,(607) 843-7045,https://www.yellowpages.com/oxford-ny/mip/st-pauls-parish-house-4601361,"Religious Organizations,Churches & Places of Worship,Episcopal Churches",,32 Main St,Oxford,NY,13830
Yeshiva Sharei Hayosher School,(718) 376-4555,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-sharei-hayosher-school-10239898,"Public Schools,Schools",,1334 Ocean Pkwy,Brooklyn,NY,11230
Christian Congregation,(716) 839-3473,https://www.yellowpages.com/buffalo-ny/mip/christian-congregation-21323965,Religious Organizations,http://www.myfellowshipworld.com,4845 Main St,Buffalo,NY,14226
Immaculate Conception Church,(518) 794-7651,https://www.yellowpages.com/new-lebanon-ny/mip/immaculate-conception-church-509198545,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,732 State Route 20,New Lebanon,NY,12125
Weedsport Central Schools,(315) 834-6637,https://www.yellowpages.com/weedsport-ny/mip/weedsport-central-schools-467651796,"Public Schools,Government Offices",https://www.weedsport.org,2821 E Brutus Street Rd,Weedsport,NY,13166
St Teresa's Parish Center,(716) 822-0608,https://www.yellowpages.com/buffalo-ny/mip/st-teresas-parish-center-379823,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.stteresasouthbuffalo.com,33 Mineral Springs Rd,Buffalo,NY,14210
Questar Iii Boces,(518) 283-5752,https://www.yellowpages.com/troy-ny/mip/questar-iii-boces-467583618,"Public Schools,Schools",,344 Menemsha Ln,Troy,NY,12180
Adirondack Helping Hands,(518) 561-6361,https://www.yellowpages.com/plattsburgh-ny/mip/adirondack-helping-hands-498760235,"Public Schools,Schools,Child Care",http://www.adirondackhelpinghands.net,16 Degrandpre Way Ste 200,Plattsburgh,NY,12901
Lasalle Middle School,(716) 278-5880,https://www.yellowpages.com/niagara-falls-ny/mip/lasalle-middle-school-7629283,"Public Schools,Schools,Middle Schools",http://nfschools.net,7436 Buffalo Ave,Niagara Falls,NY,14304
Seymour Smith Elementary School,(518) 398-1009,https://www.yellowpages.com/pine-plains-ny/mip/seymour-smith-elementary-school-453439014,"Public Schools,Schools",,2829 Church St,Pine Plains,NY,12567
New Day Community Church,(315) 376-8496,https://www.yellowpages.com/lowville-ny/mip/new-day-community-church-468289444,"Religious Organizations,Community Churches,Churches & Places of Worship",http://www.newdaycommunitychurch.org,5573 Water St,Lowville,NY,13367
Beaver Dams United Methodist Church,(607) 962-4567,https://www.yellowpages.com/beaver-dams-ny/mip/beaver-dams-united-methodist-church-469157971,"Religious Organizations,Methodist Churches,Churches & Places of Worship",http://beaverdamsumc.com/contact_us,1285 County Road 19,Beaver Dams,NY,14812
Salamanca City Central School District,(716) 945-2412,https://www.yellowpages.com/salamanca-ny/mip/salamanca-city-central-school-district-9060027,"Public Schools,Educational Services,Schools",,Avenue   Frnt,Salamanca,NY,14779
Kensington Road School,(518) 793-5151,https://www.yellowpages.com/glens-falls-ny/mip/kensington-road-school-13816617,"Public Schools,Schools,Preschools & Kindergarten",http://gfsd.org,43 Kensington Rd,Glens Falls,NY,12801
Buffalo Public Schools,(716) 816-3140,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-472279306,"Public Schools,Government Offices,Schools",http://buffaloschools.org,100 Poplar Ave,Buffalo,NY,14211
St Joseph's Church,(315) 858-1682,https://www.yellowpages.com/richfield-springs-ny/mip/st-josephs-church-516705362,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://rcda.org/churches/stjosephtheworker,35 Canadarago St,Richfield Springs,NY,13439
Islamic Society Of Central New York,(315) 471-3645,https://www.yellowpages.com/syracuse-ny/mip/islamic-society-of-central-new-york-4248230,"Religious Organizations,Churches & Places of Worship",,925 Comstock Ave,Syracuse,NY,13210
Alburg Elementary School,(802) 796-3573,https://www.yellowpages.com/alburgh-vt/mip/alburg-elementary-school-16436544,"Public Schools,Schools,Preschools & Kindergarten",,14 N Main St,Alburgh,VT,05440
Watkins Glen Central School District Middle School,(607) 535-3234,https://www.yellowpages.com/watkins-glen-ny/mip/watkins-glen-central-school-district-middle-school-467021242,"Public Schools,Schools",,200 10th St,Watkins Glen,NY,14891
Binghamton City School District,(607) 762-8100,https://www.yellowpages.com/binghamton-ny/mip/binghamton-city-school-district-10441812,"Public Schools,Educational Services,Schools",http://www.binghamtonschools.org,164 Hawley St,Binghamton,NY,13901
Our Lady Of The Victory-Parish Hall,(518) 562-5403,https://www.yellowpages.com/plattsburgh-ny/mip/our-lady-of-the-victory-parish-hall-477214683,"Religious Organizations,Churches & Places of Worship",http://www.olvc.org,4917 S Catherine St,Plattsburgh,NY,12901
Boces - CLOSED,(607) 865-2500,https://www.yellowpages.com/sidney-center-ny/mip/boces-16147451,"Public Schools,Schools",http://www.co.delaware.ny.us,270 Boces Dr,Sidney Center,NY,13839
Central Square Central School District,(315) 668-4255,https://www.yellowpages.com/central-square-ny/mip/central-square-central-school-district-474257728,Public Schools,http://www.cssd.org,3 School Dr,Central Square,NY,13036
Sisters of St Mary,(716) 433-3966,https://www.yellowpages.com/lockport-ny/mip/sisters-of-st-mary-10985636,Religious Organizations,http://mannahouse.org,104 Garden St,Lockport,NY,14094
Union-Endicott Central Sch Dst,(607) 757-2131,https://www.yellowpages.com/endicott-ny/mip/union-endicott-central-sch-dst-464875300,Public Schools,http://www.uek12.org/agm.aspx,1301 Union Center Maine Hwy,Endicott,NY,13760
Elbridge Elementary School,(315) 689-8540,https://www.yellowpages.com/elbridge-ny/mip/elbridge-elementary-school-473032597,"Public Schools,Schools",http://www.jecsd.org,130 E Main St,Elbridge,NY,13060
Campbell-Savona Central School District,(607) 527-4447,https://www.yellowpages.com/campbell-ny/mip/campbell-savona-central-school-district-20805956,"Public Schools,Educational Services,Schools",,8242 State Route 415,Campbell,NY,14821
St John The Evangelist Parish,(570) 853-4634,https://www.yellowpages.com/susquehanna-pa/mip/st-john-the-evangelist-parish-507777300,"Religious Organizations,Churches & Places of Worship",,15 E Church St,Susquehanna,PA,18847
Jamestown Public Schools,(716) 483-4401,https://www.yellowpages.com/jamestown-ny/mip/jamestown-public-schools-453339760,"Public Schools,Schools,Elementary Schools",http://www.jamestownpublicschools.org,150 Pardee Ave,Jamestown,NY,14701
Sisters-St Francis - CLOSED,(315) 634-7000,https://www.yellowpages.com/syracuse-ny/mip/sisters-st-francis-473824861,"Religious Organizations,Churches & Places of Worship",http://sistersofstfrancis.org,2500 Grant Blvd,Syracuse,NY,13208
Boynton Middle School,(607) 274-2241,https://www.yellowpages.com/ithaca-ny/mip/boynton-middle-school-866918,"Public Schools,Schools,Middle Schools",http://www.icsd.k12.ny.us/boynton,1601 N Cayuga St,Ithaca,NY,14850
Yeshiva University,(212) 960-5400,https://www.yellowpages.com/new-york-ny/mip/yeshiva-university-544142762,"Colleges & Universities,Schools",http://www.newschool.edu/connect,55 5th Ave Fl 6,New York,NY,10003
Mayer George Rev,(413) 528-3041,https://www.yellowpages.com/great-barrington-ma/mip/mayer-george-rev-453096432,Religious Organizations,,39 Prospect St,Great Barrington,MA,01230
Yeshiva Simchas Chaim,(718) 942-4666,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-simchas-chaim-479519429,"Public Schools,Schools,Elementary Schools",,2066 E 9th St,Brooklyn,NY,11223
Sacred Heart Church,(814) 228-3352,https://www.yellowpages.com/genesee-pa/mip/sacred-heart-church-8055381,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,263 Main St,Genesee,PA,16923
Gilmore Elementary School,(716) 807-3750,https://www.yellowpages.com/north-tonawanda-ny/mip/gilmore-elementary-school-14816699,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.ntschools.org/site/Default.aspx?PageID=1008,789 Gilmore Ave,North Tonawanda,NY,14120
Erie 1 Boces Brocton,(716) 792-2198,https://www.yellowpages.com/brocton-ny/mip/erie-1-boces-brocton-8742450,"Public Schools,Educational Services,Schools",http://www.e1b.org,138 W Main St,Brocton,NY,14716
St. George's Roman Catholic Church,(315) 735-4429,https://www.yellowpages.com/utica-ny/mip/st-georges-roman-catholic-church-460349174,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,702 Columbia St,Utica,NY,13502
Southwest Oswego Baptist Church,(315) 343-9066,https://www.yellowpages.com/oswego-ny/mip/southwest-oswego-baptist-church-5058246,"Religious Organizations,Baptist Churches,Churches & Places of Worship",,7682 State Route 104,Oswego,NY,13126
Ma'ayanot Yeshiva High School for Girls,(201) 833-4307,https://www.yellowpages.com/teaneck-nj/mip/maayanot-yeshiva-high-school-for-girls-5906014,Religious General Interest Schools,http://www.maayanot.org,1650 Palisade Ave Ste 1,Teaneck,NJ,07666
New Haven Elementary School,(315) 963-8400,https://www.yellowpages.com/new-haven-ny/mip/new-haven-elementary-school-465583131,Public Schools,http://www.mexicocsd.org/domain/40,4320 State Route 104,New Haven,NY,13121
